SERIALNUMBER METERNO IPADDRV6 SERVLOC LATITUDE LONGITUDE
2155287937 80771581 fda0::d5:1c:6400:8077:1581 BFG-R-050 -22.95269 -43.186153
2155287755 807714CB fda0::1c3:1c:6400:8077:14cb HMT-R-029 -22.954005 -43.197172
2155168621 8075436D fda0::17c:1c:6400:8075:436d RL856434 -22.739093 -43.496975
2155288011 807715CB fda0::196:1c:6400:8077:15cb HMT-R-043 -22.959279 -43.201305
2155288055 807715F7 fda0::196:1c:6400:8077:15f7 HMT-R-044 -22.960035 -43.202479
2155287763 807714D3 fda0::e1:1c:6400:8077:14d3 HMT-R-054 -22.965764 -43.200961
2155287996 807715BC fda0::133:1c:6400:8077:15bc HMT-R-057 -22.969407 -43.205449
2155287982 807715AE fda0::11b:1c:6400:8077:15ae HMT-R-056 -22.965352 -43.199233
2155288692 80771874 fda0::11c:1c:6400:8077:1874 HMT-R-058 -22.966586 -43.201839
2155287955 80771593 fda0::df:1c:6400:8077:1593 HMT-R-059 -22.967253 -43.202447
2155287893 80771555 fda0::11c:1c:6400:8077:1555 HMT-R-060 -22.967263 -43.203273
2155287887 8077154F fda0::b0:1c:6400:8077:154f BPD-R-064 -22.932105 -43.177718
2155168002 80754102 fda0::197:1c:6400:8075:4102 BPD-R-081 -22.934068 -43.180033
2155196132 8075AEE4 fda0::197:1c:6400:8075:aee4 BPD-R-085 -22.932313 -43.182253
2155287882 8077154A fda0::12d:1c:6400:8077:154a BPD-R-047 -22.924493 -43.1768
2155287943 80771587 fda0::12d:1c:6400:8077:1587 BPD-R-048 -22.925637 -43.178459
2155288065 80771601 fda0::12d:1c:6400:8077:1601 BPD-R-049 -22.925833 -43.177133
2155166112 807539A0 fda0::12e:1c:6400:8075:39a0 BPD-R-060 -22.930094 -43.175814
2155198450 8075B7F2 fda0::12e:1c:6400:8075:b7f2 BPD-R-061 -22.930999 -43.174565
2155167932 807540BC fda0::8f:1c:6400:8075:40bc RL859913 -22.7994366 -43.404877
2155288685 8077186D fda0::12e:1c:6400:8077:186d BPD-R-062 -22.932178 -43.174669
2155288771 807718C3 fda0::14d:1c:6400:8077:18c3 BPD-R-080 -22.935497 -43.179835
2155288739 807718A3 fda0::b0:1c:6400:8077:18a3 BPD-R-075 -22.936732 -43.175651
10924 -807718A610924 fda0::11:1c:6400:8077:18a6 BPD-R-026 -22.935617 -43.185137
2155288742 807718A6 fda0::14b:1c:6400:8077:18a6 BPD-R-026 -22.935617 -43.185137
2155288532 807717D4 fda0::14b:1c:6400:8077:17d4 BPD-R-051 -22.936849 -43.189136
2155167990 M2155167990 fda0::c7:1c:6404:8075:40f6 BAR-C-003 -22.997994 -43.325188
2155286951 M2155286951 fda0::c5:1c:6404:8077:11a7 BAR-C-001 -22.997994 -43.325188
2155288797 807718DD fda0::197:1c:6400:8077:18dd BPD-R-011 -22.94087 -43.19184
2155288546 807717E2 fda0::1a9:1c:6400:8077:17e2 BPD-R-093 -22.94157 -43.181384
2155288779 807718CB fda0::1cc:1c:6400:8077:18cb BAR-R-010 -23.004146 -43.324883
2155287519 807713DF fda0::1cc:1c:6400:8077:13df BAR-R-013 -23.00456466 -43.3234902
2155288614 80771826 fda0::1bd:1c:6400:8077:1826 BAR-R-153 -23.00048 -43.34768
2155288808 807718E8 fda0::1cb:1c:6400:8077:18e8 BAR-R-130 -23.00814 -43.30794
2155287958 80771596 fda0::100:1c:6400:8077:1596 CLG-R-015 -22.828687 -43.349371
2155288699 8077187B fda0::12a:1c:6400:8077:187b VVQ-R-005 -22.873101 -43.357503
2155287959 80771597 fda0::52:1c:6400:8077:1597 MAT-R-006 -22.83779 -43.29816
2155288795 807718DB fda0::60:1c:6400:8077:18db TER-R-002 -22.8677 -43.26939
2153841939 80610513 fda0::b2:1c:6400:8061:513 BFG-R-018 -22.957145 -43.178129
2153842268 8061065C fda0::161:1c:6400:8061:65c PDD-R-006 -22.88067 -43.312983
2153842368 806106C0 fda0::f9:1c:6400:8061:6c0 AVD-R-009 -22.988325 -43.379061
2153842911 806108DF fda0::1ca:1c:6400:8061:8df RBR-R-009 -22.967522 -43.335738
2153842381 806106CD fda0::1bd:1c:6400:8061:6cd RBR-R-019 -22.996634 -43.304653
2153842924 806108EC fda0::fa:1c:6400:8061:8ec BTJ-R-015 -23.00287 -43.38502
2153842546 80610772 fda0::fa:1c:6400:8061:772 BTJ-R-025 -23.0054 -43.38744
2155287458 807713A2 fda0::e6:1c:6400:8077:13a2 GDL-R-008 -22.842269 -43.372463
2155287155 80771273 fda0::ef:1c:6400:8077:1273 LEM-R-003 -22.96433 -43.180471
2155287122 80771252 fda0::ef:1c:6400:8077:1252 LEM-R-009 -22.963358 -43.177808
2155287593 80771429 fda0::172:1c:6400:8077:1429 LEM-R-029 -22.960943 -43.175963
2155287559 80771407 fda0::19b:1c:6400:8077:1407 LEM-R-028 -22.964675 -43.175947
2155287551 807713FF fda0::19b:1c:6400:8077:13ff LEM-R-040 -22.963907 -43.173784
2155287550 807713FE fda0::1bc:1c:6400:8077:13fe LEM-R-039 -22.969021 -43.181984
2155162119 80752A07 fda0::1bb:1c:6400:8075:2a07 ABR-R-009 -22.752323 -43.385068
2155168032 80754120 fda0::1bc:1c:6400:8075:4120 PTS-R-088 -22.985897 -43.191201
2153907278 8062044E fda0::1bc:1c:6400:8062:44e PTS-R-086 -22.982056 -43.192404
8184 -807713DA8184 fda0::2c:1c:6400:8077:13da PTS-R-042 -22.979912 -43.191108
2155162134 80752A16 fda0::196:1c:6400:8075:2a16 LBN-R-019 -22.984932 -43.219261
2155200709 8075C0C5 fda0::196:1c:6400:8075:c0c5 LBN-R-012 -22.983362 -43.220854
2155196131 8075AEE3 fda0::196:1c:6400:8075:aee3 LBN-R-023 -22.984669 -43.221445
2155198864 8075B990 fda0::9d:1c:6400:8075:b990 LBN-R-013 -22.981359 -43.221173
2155168152 M2155168152 fda0::8b:1c:6404:8075:4198 BRI-C-002 -22.890739 -43.840163
2155162372 M2155162372 fda0::36:1c:6404:8075:2b04 BRI-C-001 -22.890739 -43.840163
2155200123 8075BE7B fda0::145:1c:6400:8075:be7b LBN-R-060 -22.985919 -43.214293
2155198858 8075B98A fda0::145:1c:6400:8075:b98a LBN-R-064 -22.986014 -43.224573
2155162033 807529B1 fda0::17b:1c:6400:8075:29b1 IMT-R-009 -22.584431 -43.285837
2155168194 807541C2 fda0::11:1c:6400:8075:41c2 RL890155 -22.795505 -43.383148
2155195776 8075AD80 fda0::9c:1c:6400:8075:ad80 LBN-R-090 -22.981772 -43.210143
2155201408 8075C380 fda0::116:1c:6400:8075:c380 LBN-R-099 -22.981922 -43.209205
2155166122 807539AA fda0::7f:1c:6400:8075:39aa SAT-R-075 -22.903724 -43.178021
2155168253 807541FD fda0::17:1c:6400:8075:41fd RL858336 -22.755883 -43.451178
2155167540 80753F34 fda0::5:1c:6400:8075:3f34 RL3911 -22.679936 -43.444579
2155202109 8075C63D fda0::196:1c:6400:8075:c63d LBN-R-128 -22.973233 -43.204618
2155288000 807715C0 fda0::1a9:1c:6400:8077:15c0 SMT-R-024 -22.952576 -43.188702
2155287899 8077155B fda0::1a9:1c:6400:8077:155b SMT-R-026 -22.949465 -43.185866
2155198964 8075B9F4 fda0::b2:1c:6400:8075:b9f4 BFG-R-031 -22.954941 -43.182435
2155287523 807713E3 fda0::d5:1c:6400:8077:13e3 BFG-R-040 -22.956664 -43.187332
2155200724 8075C0D4 fda0::19a:1c:6400:8075:c0d4 BFG-R-039 -22.954709 -43.184436
2155287946 8077158A fda0::b7:1c:6400:8077:158a HMT-R-027 -22.954865 -43.195422
2155287994 807715BA fda0::b6:1c:6400:8077:15ba HMT-R-033 -22.956599 -43.198642
2155287978 807715AA fda0::14d:1c:6400:8077:15aa BPD-R-041 -22.928275 -43.179311
2155287894 80771556 fda0::14b:1c:6400:8077:1556 BPD-R-033 -22.932785 -43.183686
2155288018 807715D2 fda0::111:1c:6400:8077:15d2 BPD-R-035 -22.930575 -43.181096
2155168370 M2155168370 fda0::c4:1c:6404:8075:4272 URG-C-001 -22.936677 -43.244303
2155157514 M2155157514 fda0::c3:1c:6404:8075:180a URG-C-002 -22.936677 -43.244303
2153843757 M2153843757 fda0::181:1c:6404:8061:c2d URG-C-003 -22.936677 -43.244303
2155167904 807540A0 fda0::37:1c:6400:8075:40a0 RL856961 -22.71127631 -43.30979072
2155287987 807715B3 fda0::80:1c:6400:8077:15b3 BPD-R-052 -22.925476 -43.173028
2155288709 80771885 fda0::14d:1c:6400:8077:1885 BPD-R-100 -22.938875 -43.175469
2155288806 807718E6 fda0::d4:1c:6400:8077:18e6 BPD-R-112 -22.942519 -43.17669
2155288664 80771858 fda0::14b:1c:6400:8077:1858 BPD-R-010 -22.938137 -43.190767
2155288781 807718CD fda0::197:1c:6400:8077:18cd BPD-R-019 -22.932653 -43.185973
2155286921 M2155286921 fda0::df:1c:6404:8077:1189 TSU-C-002 -22.972907 -43.227731
2155168124 M2155168124 fda0::e1:1c:6404:8075:417c MJV-C-001 -22.972907 -43.227731
2155286937 M2155286937 fda0::e0:1c:6404:8077:1199 MJV-C-002 -22.972907 -43.227731
2153841584 M2153841584 fda0::131:1c:6404:8061:3b0 MJV-C-003 -22.972907 -43.227731
2153844888 M2153844888 fda0::163:1c:6404:8061:1098 MJV-C-004 -22.972907 -43.227731
2155288625 80771831 fda0::1a9:1c:6400:8077:1831 BPD-R-092 -22.940661 -43.18251
2155288751 807718AF fda0::1a9:1c:6400:8077:18af SMT-R-001 -22.94199 -43.18199
8753 -8075B9788753 fda0::13:1c:6400:8075:b978 BAR-R-008 -23.002975 -43.327626
2155198840 8075B978 fda0::191:1c:6400:8075:b978 BAR-R-008 -23.002975 -43.327626
2153842986 8061092A fda0::1cb:1c:6400:8061:92a BAR-R-002 -22.965938 -43.277414
2155288576 80771800 fda0::c7:1c:6400:8077:1800 BAR-R-017 -23.00455 -43.32193
2155288676 80771864 fda0::187:1c:6400:8077:1864 VVQ-R-001 -22.870265 -43.370949
2155288760 807718B8 fda0::12b:1c:6400:8077:18b8 VVQ-R-013 -22.879165 -43.3632
2155288682 8077186A fda0::93:1c:6400:8077:186a TUR-R-005 -22.864474 -43.350833
2155288659 80771853 fda0::157:1c:6400:8077:1853 MTC-R-001 -22.842356 -43.304851
2153842918 806108E6 fda0::48:1c:6400:8061:8e6 CRD-R-003 -22.907209 -43.30547
2153842264 80610658 fda0::1be:1c:6400:8061:658 RBR-R-003 -22.973691 -43.328681
2153842367 806106BF fda0::1cb:1c:6400:8061:6bf BAR-R-138 -23.01173 -43.30892
2153842372 806106C4 fda0::1cb:1c:6400:8061:6c4 BAR-R-114 -23.01249 -43.31425
2153842759 80610847 fda0::1cb:1c:6400:8061:847 BAR-R-121 -23.01125 -43.31116
2153844025 80610D39 fda0::1cb:1c:6400:8061:d39 BAR-R-191 -23.008805 -43.300674
2155287117 8077124D fda0::19b:1c:6400:8077:124d LEM-R-002 -22.963507 -43.181146
2155287568 80771410 fda0::ef:1c:6400:8077:1410 LEM-R-008 -22.965206 -43.179331
2155287614 8077143E fda0::19b:1c:6400:8077:143e LEM-R-020 -22.966638 -43.179419
2155287612 8077143C fda0::19b:1c:6400:8077:143c LEM-R-016 -22.965297 -43.182471
2155287141 80771265 fda0::172:1c:6400:8077:1265 LEM-R-033 -22.961292 -43.175235
2155287639 80771457 fda0::130:1c:6400:8077:1457 LEM-R-050 -22.962058 -43.165405
2155287504 807713D0 fda0::1bc:1c:6400:8077:13d0 PTS-R-027 -22.982955 -43.190728
2155287606 80771436 fda0::e0:1c:6400:8077:1436 PTS-R-063 -22.977444 -43.196122
2155287477 807713B5 fda0::31:1c:6400:8077:13b5 LBN-R-020 -22.984654 -43.217567
2155197303 8075B377 fda0::116:1c:6400:8075:b377 LBN-R-032 -22.981144 -43.222926
2155197320 8075B388 fda0::145:1c:6400:8075:b388 LBN-R-040 -22.985325 -43.222505
2155200733 8075C0DD fda0::1bc:1c:6400:8075:c0dd LBN-R-076 -22.985288 -43.226506
2155168456 807542C8 fda0::1bb:1c:6400:8075:42c8 RL856812 -22.76572 -43.406933
2155200718 8075C0CE fda0::31:1c:6400:8075:c0ce LBN-R-110 -22.984738 -43.230523
2155198835 8075B973 fda0::2c:1c:6400:8075:b973 LBN-R-112 -22.986367 -43.208368
2155198871 8075B997 fda0::196:1c:6400:8075:b997 LBN-R-116 -22.981212 -43.206972
2155198874 8075B99A fda0::196:1c:6400:8075:b99a LBN-R-122 -22.982643 -43.205981
2155167547 80753F3B fda0::37:1c:6400:8075:3f3b SC856970 -22.707012 -43.336312
2155288003 807715C3 fda0::b5:1c:6400:8077:15c3 SMT-R-033 -22.950164 -43.178121
2155287947 8077158B fda0::b2:1c:6400:8077:158b BFG-R-005 -22.955998 -43.174514
2155287916 8077156C fda0::d6:1c:6400:8077:156c HMT-R-019 -22.956795 -43.194797
2155288069 80771605 fda0::b3:1c:6400:8077:1605 BFG-R-022 -22.955742 -43.178665
2155288015 807715CF fda0::b7:1c:6400:8077:15cf HMT-R-006 -22.956137 -43.190625
2155288013 807715CD fda0::1c3:1c:6400:8077:15cd HMT-R-013 -22.951262 -43.194249
2155287964 8077159C fda0::1c3:1c:6400:8077:159c HMT-R-025 -22.955823 -43.196514
2155167880 80754088 fda0::1d7:1c:6400:8075:4088 RL856774 -22.84221 -43.60589
2155288763 807718BB fda0::b0:1c:6400:8077:18bb BPD-R-070 -22.934302 -43.175867
2155288793 807718D9 fda0::14d:1c:6400:8077:18d9 BPD-R-071 -22.935028 -43.177211
2155288758 807718B6 fda0::12e:1c:6400:8077:18b6 BPD-R-074 -22.936774 -43.174146
2155288590 8077180E fda0::197:1c:6400:8077:180e BPD-R-023 -22.933473 -43.186794
2155288788 807718D4 fda0::14b:1c:6400:8077:18d4 BPD-R-025 -22.936008 -43.185842
2155288738 807718A2 fda0::7b:1c:6400:8077:18a2 VVQ-R-014 -22.885526 -43.375094
2155288670 8077185E fda0::52:1c:6400:8077:185e MTC-R-005 -22.853391 -43.308064
2153844053 80610D55 fda0::f7:1c:6400:8061:d55 AVD-R-008 -23.00069 -43.3767
2153842757 80610845 fda0::f7:1c:6400:8061:845 AVD-R-005 -22.998456 -43.37902
2153842542 8061076E fda0::f9:1c:6400:8061:76e BTJ-R-018 -23.003554 -43.382904
2153844138 80610DAA fda0::1be:1c:6400:8061:daa BAR-R-080 -23.00978 -43.31605
2153842048 80610580 fda0::1cb:1c:6400:8061:580 BAR-R-187 -23.01216 -43.30296
2153842564 80610784 fda0::1cb:1c:6400:8061:784 BAR-R-150 -23.01131 -43.30746
6894 --8077144968946894 fda0::53:1c:6400:8077:1449 GDL-R-011 -22.857802 -43.392802
2155154715 80750D1B fda0::97:1c:6400:8075:d1b BPN-R-008 -22.84046 -43.28766
2155287507 807713D3 fda0::172:1c:6400:8077:13d3 LEM-R-032 -22.962469 -43.1751
2155287638 80771456 fda0::172:1c:6400:8077:1456 LEM-R-031 -22.963107 -43.175315
2155287615 8077143F fda0::ef:1c:6400:8077:143f LEM-R-030 -22.96784 -43.180078
2155287518 807713DE fda0::ef:1c:6400:8077:13de LEM-R-018 -22.96276 -43.17691
2155287470 807713AE fda0::cf:1c:6400:8077:13ae PMG-R-001 -22.88439 -43.40941
2155287435 8077138B fda0::5d:1c:6400:8077:138b VGE-R-007 -22.815139 -43.326847
2155287456 807713A0 fda0::152:1c:6400:8077:13a0 VGE-R-003 -22.81163 -43.317793
2155287637 80771455 fda0::1d:1c:6400:8077:1455 VGE-R-001 -22.81891 -43.31723
2155288644 80771844 fda0::196:1c:6400:8077:1844 PTS-R-080 -22.981662 -43.20474
2155287603 80771433 fda0::2c:1c:6400:8077:1433 PTS-R-081 -22.985225 -43.206051
2155165781 M2155165781 fda0::22:1c:6404:8075:3855 STC-C-002 -22.723249 -43.551894
2155286899 M2155286899 fda0::da:1c:6404:8077:1173 STC-C-003 -22.723249 -43.551894
2153847159 M2153847159 fda0::17e:1c:6404:8061:1977 STC-C-005 -22.723249 -43.551894
2153847150 M2153847150 fda0::17f:1c:6404:8061:196e STC-C-004 -22.723249 -43.551894
2155168143 M2155168143 fda0::5e:1c:6404:8075:418f VGE-C-001 -22.813115 -43.321568
2155157525 M2155157525 fda0::5d:1c:6404:8075:1815 VGE-C-002 -22.813115 -43.321568
2155287411 M2155287411 fda0::92:1c:6404:8077:1373 JAB-C-003 -22.89656 -43.560052
2155287421 M2155287421 fda0::91:1c:6404:8077:137d JAB-C-002 -22.89656 -43.560052
2155162365 M2155162365 fda0::26:1c:6404:8075:2afd JAB-C-001 -22.89656 -43.560052
2155287423 M2155287423 fda0::94:1c:6404:8077:137f CMS-C-002 -22.902916 -43.615112
2155287399 M2155287399 fda0::95:1c:6404:8077:1367 CMS-C-003 -22.902916 -43.615112
2155162376 M2155162376 fda0::23:1c:6404:8075:2b08 CMS-C-001 -22.902916 -43.615112
2155167972 M2155167972 fda0::5f:1c:6404:8075:40e4 TER-C-001 -22.867567 -43.274424
2155168122 M2155168122 fda0::60:1c:6405:8075:417a TER-C-002 -22.867567 -43.274424
2155286967 M2155286967 fda0::a6:1c:6404:8077:11b7 TQR-C-002 -22.911501 -43.373493
2155168365 M2155168365 fda0::e9:1c:6404:8075:426d TQR-C-005 -22.911501 -43.373493
2153843753 M2153843753 fda0::1ae:1c:6404:8061:c29 TQR-C-006 -22.911501 -43.373493
2153920430 806237AE fda0::196:1c:6400:8062:37ae LBN-R-030 -22.98286157 -43.2159403
2155167982 M2155167982 fda0::48:1c:6404:8075:40ee PDD-C-001 -22.892141 -43.306423
2155286998 M2155286998 fda0::a0:1c:6404:8077:11d6 PDD-C-002 -22.892141 -43.306423
2155287014 M2155287014 fda0::e8:1c:6404:8077:11e6 PDD-C-004 -22.892141 -43.306423
2153841560 M2153841560 fda0::183:1c:6404:8061:398 PDD-C-003 -22.892141 -43.306423
2155287404 M2155287404 fda0::b5:1c:6404:8077:136c SMT-C-003 -22.945297 -43.18869
2155287365 M2155287365 fda0::b4:1c:6404:8077:1345 SMT-C-002 -22.945297 -43.18869
2155287405 M2155287405 fda0::d4:1c:6404:8077:136d SMT-C-004 -22.945297 -43.18869
2153847071 M2153847071 fda0::123:1c:6404:8061:191f SMT-C-005 -22.945297 -43.18869
2155162108 807529FC fda0::85:1c:6400:8075:29fc LBN-R-081 -22.983815 -43.211382
2155166191 807539EF fda0::116:1c:6400:8075:39ef LBN-R-082 -22.981034 -43.211216
2155166176 807539E0 fda0::85:1c:6400:8075:39e0 LBN-R-084 -22.984492 -43.211299
2155171790 80754FCE fda0::17b:1c:6400:8075:4fce IMT-R-008 -22.6157 -43.3357
2155171775 80754FBF fda0::2c:1c:6400:8075:4fbf LBN-R-094 -22.983924 -43.20974
2155198842 8075B97A fda0::1bc:1c:6400:8075:b97a LBN-R-072 -22.983425 -43.226528
2155168187 807541BB fda0::45:1c:6400:8075:41bb RL822079 -22.757335 -43.277969
2155197307 8075B37B fda0::d4:1c:6400:8075:b37b SMT-R-004 -22.943595 -43.185161
2155200728 8075C0D8 fda0::b4:1c:6400:8075:c0d8 SMT-R-014 -22.946942 -43.185031
2155287095 80771237 fda0::b2:1c:6400:8077:1237 BFG-R-024 -22.955895 -43.180219
2153917729 80622D21 fda0::b2:1c:6400:8062:2d21 SMT-R-031 -22.951776 -43.181079
2155288006 807715C6 fda0::1a9:1c:6400:8077:15c6 SMT-R-032 -22.951507 -43.188138
2155199030 8075BA36 fda0::123:1c:6400:8075:ba36 SMT-R-038 -22.950297 -43.192137
2155288064 80771600 fda0::b2:1c:6400:8077:1600 BFG-R-016 -22.95211 -43.175922
2155287908 80771564 fda0::1c3:1c:6400:8077:1564 HMT-R-024 -22.958029 -43.195656
2155287760 807714D0 fda0::133:1c:6400:8077:14d0 HMT-R-034 -22.963418 -43.203733
2155287759 807714CF fda0::133:1c:6400:8077:14cf HMT-R-051 -22.963343 -43.202968
2155287924 80771574 fda0::11c:1c:6400:8077:1574 HMT-R-004 -22.960303 -43.205143
2155288054 807715F6 fda0::111:1c:6400:8077:15f6 BPD-R-032 -22.929825 -43.183631
2155168408 80754298 fda0::190:1c:6400:8075:4298 RL823032 -22.74255 -43.31331
2155288619 8077182B fda0::12e:1c:6400:8077:182b BPD-R-063 -22.932165 -43.175835
2155167881 80754089 fda0::12a:1c:6400:8075:4089 RL856325 -22.7767353 -43.3546919
2155288726 80771896 fda0::b2:1c:6400:8077:1896 BPD-R-110 -22.940105 -43.17709
2155288719 8077188F fda0::1a9:1c:6400:8077:188f BPD-R-103 -22.939503 -43.171058
2155287748 807714C4 fda0::1a9:1c:6400:8077:14c4 BPD-R-104 -22.940613 -43.171727
2155288813 807718ED fda0::12e:1c:6400:8077:18ed BPD-R-105 -22.941919 -43.173519
2155168153 M2155168153 fda0::ce:1c:6404:8075:4199 CAM-C-001 -22.888595 -43.483491
2155287412 M2155287412 fda0::cd:1c:6404:8077:1374 CAM-C-002 -22.888595 -43.483491
2155288559 807717EF fda0::c7:1c:6400:8077:17ef BAR-R-005 -23.00073 -43.3298
2155168142 M2155168142 fda0::ee:1c:6404:8075:418e SCO-C-003 -22.99203 -43.252391
2155168366 M2155168366 fda0::ed:1c:6404:8075:426e SCO-C-001 -22.99203 -43.252391
2155167956 M2155167956 fda0::ec:1c:6404:8075:40d4 SCO-C-002 -22.99203 -43.252391
2155288595 80771813 fda0::1bd:1c:6400:8077:1813 BAR-R-018 -23.00271 -43.33135
2155288660 80771854 fda0::1ca:1c:6400:8077:1854 BAR-R-022 -23.00044 -43.33293
2155288673 80771861 fda0::1cc:1c:6400:8077:1861 BAR-R-029 -23.00562 -43.33014
2155288802 807718E2 fda0::1cb:1c:6400:8077:18e2 BAR-R-112 -23.00812 -43.31028
2155288794 807718DA fda0::1cb:1c:6400:8077:18da BAR-R-119 -23.00949 -43.31019
2155288703 8077187F fda0::158:1c:6400:8077:187f CLG-R-011 -22.853133 -43.330833
2155288700 8077187C fda0::151:1c:6400:8077:187c CLG-R-014 -22.837496 -43.33598
2155288547 807717E3 fda0::152:1c:6400:8077:17e3 PER-R-003 -22.841866 -43.274643
2155288728 80771898 fda0::60:1c:6400:8077:1898 TER-R-006 -22.869215 -43.28167
2155287981 807715AD fda0::158:1c:6400:8077:15ad MAT-R-008 -22.836292 -43.298755
2153842137 806105D9 fda0::179:1c:6400:8061:5d9 SRP-R-007 -22.721119 -43.324565
2153842272 80610660 fda0::b2:1c:6400:8061:660 BFG-R-012 -22.958156 -43.177868
2153842295 80610677 fda0::47:1c:6400:8061:677 FND-R-002 -22.825551 -43.233032
2153842285 8061066D fda0::19f:1c:6400:8061:66d AVD-R-021 -23.00054 -43.37073
2153842361 806106B9 fda0::1cb:1c:6400:8061:6b9 BAR-R-156 -23.01277 -43.30785
2153842059 8061058B fda0::1be:1c:6400:8061:58b BAR-R-062 -23.00838 -43.31645
2155287528 807713E8 fda0::98:1c:6400:8077:13e8 CBI-R-004 -22.900613 -43.271846
2155162058 807529CA fda0::45:1c:6400:8075:29ca BPN-R-007 -22.842119 -43.284378
2155287455 8077139F fda0::130:1c:6400:8077:139f COP-R-052 -22.969188 -43.183396
2155287444 80771394 fda0::152:1c:6400:8077:1394 AGR-R-002 -22.827466 -43.308362
2155287453 8077139D fda0::158:1c:6400:8077:139d AGR-R-003 -22.82303 -43.307928
2155287533 807713ED fda0::152:1c:6400:8077:13ed AGR-R-004 -22.81799 -43.30761
2155287594 8077142A fda0::ef:1c:6400:8077:142a LEM-R-027 -22.967279 -43.181917
2155287535 807713EF fda0::172:1c:6400:8077:13ef LEM-R-026 -22.962388 -43.175796
2155287635 80771453 fda0::ef:1c:6400:8077:1453 LEM-R-025 -22.966979 -43.178328
2155287447 80771397 fda0::1b4:1c:6400:8077:1397 LEM-R-037 -22.968173 -43.182701
2155287567 8077140F fda0::19b:1c:6400:8077:140f LEM-R-036 -22.964119 -43.174707
2155162136 80752A18 fda0::fb:1c:6400:8075:2a18 ABR-R-008 -22.74574 -43.39897
2155287532 807713EC fda0::86:1c:6400:8077:13ec PTS-R-024 -22.986702 -43.197809
2155287479 807713B7 fda0::72:1c:6400:8077:13b7 VGE-R-008 -22.820242 -43.330534
2155287090 80771232 fda0::86:1c:6400:8077:1232 PTS-R-038 -22.983533 -43.198669
2155287196 8077129C fda0::1bc:1c:6400:8077:129c PTS-R-068 -22.97668 -43.19506
2155287588 80771424 fda0::2c:1c:6400:8077:1424 PTS-R-067 -22.985328 -43.20398
2155168158 M2155168158 fda0::89:1c:6404:8075:419e CMR-C-002 -22.901596 -43.18571
2155287690 M2155287690 fda0::87:1c:6404:8077:148a CMR-C-004 -22.901596 -43.18571
2155167963 M2155167963 fda0::55:1c:6404:8075:40db CMR-C-001 -22.901596 -43.18571
2155198873 8075B999 fda0::196:1c:6400:8075:b999 LBN-R-037 -22.984411 -43.223027
2155287368 M2155287368 fda0::74:1c:6404:8077:1348 QMC-C-002 -22.730827 -43.558861
2155162386 M2155162386 fda0::1c:1c:6404:8075:2b12 QMC-C-001 -22.730827 -43.558861
2155287681 M2155287681 fda0::90:1c:6404:8077:1481 CGS-C-002 -22.907619 -43.566142
2155162393 M2155162393 fda0::20:1c:6404:8075:2b19 CGS-C-001 -22.907619 -43.566142
2155287396 M2155287396 fda0::f2:1c:6404:8077:1364 CGS-C-003 -22.907619 -43.566142
2155287007 M2155287007 fda0::3f:1c:6404:8077:11df AFR-C-001 -22.861387 -43.47285
2155287029 M2155287029 fda0::104:1c:6404:8077:11f5 AFR-C-004 -22.861387 -43.47285
2155200717 8075C0CD fda0::198:1c:6400:8075:c0cd SAT-R-049 -22.914497 -43.188447
2155167969 M2155167969 fda0::2c:1c:6404:8075:40e1 PTS-C-001 -22.988047 -43.192845
2155287659 M2155287659 fda0::85:1c:6404:8077:146b PTS-C-002 -22.988047 -43.192845
2155287665 M2155287665 fda0::86:1c:6404:8077:1471 PTS-C-003 -22.988047 -43.192845
2155168093 8075415D fda0::31:1c:6400:8075:415d LBN-R-086 -22.985705 -43.227217
2155155243 80750F2B fda0::31:1c:6400:8075:f2b LBN-R-087 -22.984675 -43.22766
2155286678 80771096 fda0::1bf:1c:6400:8077:1096 RL856784 -22.77046 -43.364933
2155198438 8075B7E6 fda0::145:1c:6400:8075:b7e6 LBN-R-088 -22.98753 -43.226387
2155167549 80753F3D fda0::1bf:1c:6400:8075:3f3d RL858615 -22.778515 -43.423257
2155197312 8075B380 fda0::196:1c:6400:8075:b380 LBN-R-119 -22.985532 -43.231536
2155167543 80753F37 fda0::37:1c:6400:8075:3f37 RL856957 -22.71822 -43.324219
2155197446 8075B406 fda0::196:1c:6400:8075:b406 LBN-R-011 -22.98046 -43.21826
2155288050 807715F2 fda0::1a9:1c:6400:8077:15f2 SMT-R-010 -22.945995 -43.183302
2155198437 8075B7E5 fda0::b4:1c:6400:8075:b7e5 SMT-R-011 -22.946136 -43.182653
2155288060 807715FC fda0::b4:1c:6400:8077:15fc SMT-R-013 -22.947701 -43.183222
2155287974 807715A6 fda0::b4:1c:6400:8077:15a6 SMT-R-020 -22.947461 -43.187062
2155287907 80771563 fda0::1a9:1c:6400:8077:1563 SMT-R-007 -22.951082 -43.192644
2155199010 8075BA22 fda0::123:1c:6400:8075:ba22 SMT-R-009 -22.951472 -43.19054
2155287917 8077156D fda0::1a9:1c:6400:8077:156d SMT-R-035 -22.951027 -43.187361
2153920380 8062377c fda0::b3:1c:6400:8062:377c BFG-R-009 -22.955305 -43.188955
2155198434 8075B7E2 fda0::b3:1c:6400:8075:b7e2 BFG-R-020 -22.954007 -43.180203
2155287952 80771590 fda0::1a9:1c:6400:8077:1590 SMT-R-002 -22.94476 -43.182348
