SERIALNUMBER METERNO IPADDRV6 SERVLOC LATITUDE LONGITUDE
2153852068 80612CA4 fda0::d7:1c:6400:8061:2ca4 PBR-R-013 -22.915005 -43.266443
2153856536 80613E18 fda0::148:1c:6400:8061:3e18 PBR-R-012 -22.913905 -43.257351
2153847961 80611C99 fda0::ca:1c:6400:8061:1c99 PBR-R-011 -22.935622 -43.255719
2153848668 80611F5C fda0::10a:1c:6400:8061:1f5c CUR-R-012 -22.945799 -43.384107
2153850030 806124AE fda0::a8:1c:6400:8061:24ae CUR-R-011 -22.950968 -43.381887
2153851082 806128CA fda0::13b:1c:6400:8061:28ca CUR-R-010 -22.953993 -43.385161
2153851084 806128CC fda0::10a:1c:6400:8061:28cc CUR-R-009 -22.956116 -43.380894
2153849587 806122F3 fda0::162:1c:6400:8061:22f3 CUR-R-008 -22.957792 -43.386594
2155289981 80771D7D fda0::198:1c:6400:8077:1d7d CT975 -22.903386 -43.177629
2155290618 80771FFA fda0::198:1c:6400:8077:1ffa CT715 -22.914217 -43.18928
2155288181 80771675 fda0::7f:1c:6400:8077:1675 CT630 -22.906277 -43.178557
2155288882 80771932 fda0::13d:1c:6400:8077:1932 CT463 -22.903318 -43.177593
2153851067 806128BB fda0::94:1c:6400:8061:28bb CMS-R-015 -22.894434 -43.610926
2153848784 80611FD0 fda0::e0:1c:6400:8061:1fd0 MJV-R-027 -22.978204 -43.229747
2153851053 806128AD fda0::bf:1c:6400:8061:28ad OLP-R-005 -22.973002 -43.396445
2153849663 8061233F fda0::129:1c:6400:8061:233f ALC-R-023 -22.908752 -43.233795
2155289912 80771D38 fda0::1bf:1c:6400:8077:1d38 RL858818 -22.780102 -43.43168
2155289997 80771D8D fda0::93:1c:6400:8077:1d8d RL982550 -22.888133 -43.344222
2153849421 8061224D fda0::cf:1c:6400:8061:224d RGO-R-006 -22.860645 -43.439578
2153851604 80612AD4 fda0::165:1c:6400:8061:2ad4 RCP-R-022 -22.927785 -43.214183
2153849418 8061224A fda0::38:1c:6400:8061:224a PLM-R-005 -22.895561 -43.654045
2153848661 80611F55 fda0::57:1c:6400:8061:1f55 ESP-R-005 -22.931869 -43.690234
2153850604 806126EC fda0::c4:1c:6400:8061:26ec PBR-R-010 -22.946505 -43.262248
2153849586 806122F2 fda0::e0:1c:6400:8061:22f2 MJV-R-030 -22.977557 -43.230019
2155289876 80771D14 fda0::1bc:1c:6400:8077:1d14 CT613 -22.987308 -43.19605
2153848694 80611F76 fda0::1bd:1c:6400:8061:1f76 TIN-R-011 -22.940899 -43.381903
2153848779 80611FCB fda0::60:1c:6400:8061:1fcb TER-R-010 -22.865758 -43.277542
2155289233 80771A91 fda0::ba:1c:6400:8077:1a91 RL657671 -23.024621 -43.458177
2153849938 80612452 fda0::199:1c:6400:8061:2452 SCZ-R-002 -22.973023 -43.68214
2155288856 80771918 fda0::88:1c:6400:8077:1918 CT1030 -22.904469 -43.18675
2155289655 80771C37 fda0::2c:1c:6400:8077:1c37 CT1116 -22.984127 -43.20981
2155289648 80771C30 fda0::145:1c:6400:8077:1c30 CT1498 -22.985951 -43.214399
2155289928 80771D48 fda0::9c:1c:6400:8077:1d48 CT682 -22.98598 -43.21905
2155289686 80771C56 fda0::9c:1c:6400:8077:1c56 CT2221 -22.981371 -43.212579
2153852004 80612C64 fda0::c9:1c:6400:8061:2c64 TRV-R-012 -22.89918 -43.235843
2153849682 80612352 fda0::1ce:1c:6400:8061:2352 SPB-R-006 -22.979776 -43.69022
2153849703 80612367 fda0::199:1c:6400:8061:2367 SPB-R-002 -22.96906 -43.69986
2153849930 8061244A fda0::57:1c:6400:8061:244a ESP-R-006 -22.92093 -43.684641
2153849691 8061235B fda0::126:1c:6400:8061:235b ESP-R-007 -22.907527 -43.69087
2155289615 80771C0F fda0::7f:1c:6400:8077:1c0f CT1463 -22.90626 -43.178427
2155289850 80771CFA fda0::155:1c:6400:8077:1cfa RL703404 -22.891981 -43.600144
2155289674 80771C4A fda0::12b:1c:6400:8077:1c4a RL702947 -22.842266 -43.398387
2153849931 8061244B fda0::7d:1c:6400:8061:244b FCN-R-031 -22.91876 -43.199777
2155286982 M2155286982 fda0::114:1c:6404:8077:11c6 SRD-C-001 -22.701604 -43.719504
2155286985 M2155286985 fda0::113:1c:6404:8077:11c9 SRD-C-002 -22.701604 -43.719504
2155288982 80771996 fda0::1ba:1c:6400:8077:1996 CT772 -22.899216 -43.179871
2153850242 80612582 fda0::1b0:1c:6400:8061:2582 SCZ-R-001 -22.943946 -43.682838
2153842987 8061092B fda0::3f:1c:6400:8061:92b PMG-R-009 -22.862352 -43.429058
2153850252 8061258C fda0::125:1c:6400:8061:258c PLM-R-004 -22.909342 -43.661999
2153852054 80612C96 fda0::196:1c:6400:8061:2c96 MJV-R-029 -22.979326 -43.226314
2153849597 806122FD fda0::df:1c:6400:8061:22fd TSU-R-003 -22.967255 -43.238397
2155288151 80771657 fda0::b7:1c:6400:8077:1657 CT2465E -22.9547 -43.194612
2153850426 8061263A fda0::196:1c:6400:8061:263a MJV-R-017 -22.985452 -43.233854
2153848778 80611FCA fda0::31:1c:6400:8061:1fca MJV-R-018 -22.984452 -43.232462
2153849936 80612450 fda0::31:1c:6400:8061:2450 MJV-R-019 -22.984012 -43.233016
2153849922 80612442 fda0::31:1c:6400:8061:2442 MJV-R-020 -22.983347 -43.23289
2153849602 80612302 fda0::31:1c:6400:8061:2302 MJV-R-021 -22.983861 -43.230618
2155288889 80771939 fda0::16f:1c:6400:8077:1939 RL823272 -22.790037 -43.307895
2153849595 806122FB fda0::198:1c:6400:8061:22fb SAT-R-050 -22.91428 -43.189235
2153849431 80612257 fda0::1b8:1c:6400:8061:2257 SCO-R-009 -22.99961 -43.266424
2153850637 8061270D fda0::ed:1c:6400:8061:270d SCO-R-010 -22.993834 -43.253157
2153852058 80612C9A fda0::ed:1c:6400:8061:2c9a SCO-R-015 -22.996207 -43.258117
2153911574 80621516 fda0::ed:1c:6400:8062:1516 SCO-R-025 -22.996 -43.256004
2153849429 80612255 fda0::193:1c:6400:8061:2255 SLZ-R-028 -22.912759 -43.17753
2153850239 8061257F fda0::df:1c:6400:8061:257f TSU-R-001 -22.966902 -43.230907
2153849422 8061224E fda0::df:1c:6400:8061:224e TSU-R-002 -22.966551 -43.235286
2153850620 806126FC fda0::b9:1c:6400:8061:26fc TER-R-017 -22.857927 -43.267389
2153856698 80613EBA fda0::48:1c:6400:8061:3eba TER-R-014 -22.862728 -43.281874
2153850612 806126F4 fda0::1d4:1c:6400:8061:26f4 JAB-R-006 -22.882095 -43.58031
2153849657 80612339 fda0::1d6:1c:6400:8061:2339 SPB-R-005 -22.983109 -43.692748
2153850404 80612624 fda0::199:1c:6400:8061:2624 SPB-R-003 -22.98577 -43.690803
2155288830 807718FE fda0::16:1c:6400:8077:18fe CT1299 -22.906941 -43.186691
2155289041 807719D1 fda0::175:1c:6400:8077:19d1 RL820198 -22.739902 -43.321558
2153852065 80612CA1 fda0::196:1c:6400:8061:2ca1 MJV-R-025 -22.982804 -43.232495
2153852057 80612C99 fda0::1b8:1c:6400:8061:2c99 SCO-R-008 -22.988159 -43.248486
2155289218 80771A82 fda0::13d:1c:6400:8077:1a82 CT821 -22.903982 -43.175943
2155289917 80771D3D fda0::b7:1c:6400:8077:1d3d CT2756E -22.9548 -43.195435
2155289935 80771D4F fda0::2c:1c:6400:8077:1d4f CT3238 -22.986361 -43.208596
2153856793 80613F19 fda0::104:1c:6400:8061:3f19 CAM-R-008 -22.878534 -43.475256
2153855918 80613BAE fda0::158:1c:6400:8061:3bae MTC-R-002 -22.844138 -43.306747
2155289059 807719E3 fda0::7f:1c:6400:8077:19e3 CT893 -22.902126 -43.183374
2153848793 80611FD9 fda0::1c0:1c:6400:8061:1fd9 PMG-R-008 -22.86282 -43.4247
2153852046 80612C8E fda0::1ca:1c:6400:8061:2c8e GDN-R-020 -22.961091 -43.353739
2155289589 80771BF5 fda0::13d:1c:6400:8077:1bf5 CT98 -22.903996 -43.176017
2155289918 80771D3E fda0::13d:1c:6400:8077:1d3e CT1276 -22.90355 -43.177628
2155289243 80771A9B fda0::1bb:1c:6400:8077:1a9b RL858623 -22.726392 -43.387971
2153841097 806101C9 fda0::143:1c:6400:8061:1c9 TER-R-016 -22.859341 -43.276402
2155289020 807719BC fda0::2d:1c:6400:8077:19bc RL702579 -22.798846 -43.202686
2153851076 806128C4 fda0::16:1c:6400:8061:28c4 TRV-R-013 -22.898294 -43.233215
2153850644 80612714 fda0::48:1c:6400:8061:2714 TER-R-013 -22.861851 -43.277291
2155289753 80771C99 fda0::193:1c:6400:8077:1c99 CT1795 -22.9242905 -43.17680795
2155289829 80771CE5 fda0::1b4:1c:6400:8077:1ce5 CT2343 -22.965137 -43.192281
2153856542 80613E1E fda0::c4:1c:6400:8061:3e1e LPD-R-003 -22.939107 -43.254869
2155289731 80771C83 fda0::196:1c:6400:8077:1c83 RL601199 -22.961152 -43.20238
2155289986 80771D82 fda0::1bf:1c:6400:8077:1d82 RL703617 -22.828287 -43.414333
2153848681 80611F69 fda0::13b:1c:6400:8061:1f69 TIN-R-012 -22.948354 -43.370029
2153851080 806128C8 fda0::1ca:1c:6400:8061:28c8 RBR-R-005 -22.977415 -43.334256
2153843002 8061093A fda0::1be:1c:6400:8061:93a TDB-R-012 -22.95501 -43.354669
2155290072 80771DD8 fda0::1a9:1c:6400:8077:1dd8 CT1744E -22.938899 -43.175453
2155289342 80771AFE fda0::197:1c:6400:8077:1afe CT189 -22.933705 -43.179942
2155289877 80771D15 fda0::1bc:1c:6400:8077:1d15 CT952 -22.981785 -43.190602
2155289811 80771CD3 fda0::1b7:1c:6400:8077:1cd3 CT2962 -22.987007 -43.192555
2153848766 80611FBE fda0::60:1c:6400:8061:1fbe TER-R-012 -22.863207 -43.275909
2153856774 80613F06 fda0::149:1c:6400:8061:3f06 ALC-R-024 -22.906305 -43.238907
2153847953 80611C91 fda0::14:1c:6400:8061:1c91 FCN-R-029 -22.91805 -43.203134
2155290004 80771D94 fda0::166:1c:6400:8077:1d94 RL601745 -22.9243 -43.190276
2155290012 80771D9C fda0::94:1c:6400:8077:1d9c RL982555 -22.904456 -43.596267
2155288642 80771842 fda0::179:1c:6400:8077:1842 IPQ-R-002 -22.765911 -43.110371
2153842985 80610929 fda0::1c4:1c:6400:8061:929 TIN-R-014 -22.942168 -43.37061
2153851077 806128C5 fda0::1b0:1c:6400:8061:28c5 SPB-R-016 -22.966892 -43.69803
2155290093 80771DED fda0::111:1c:6400:8077:1ded CT1536E -22.930488 -43.181019
2153841419 8061030B fda0::1b0:1c:6400:8061:30b SPB-R-008 -22.978599 -43.698881
2153857072 80614030 fda0::1d6:1c:6400:8061:4030 SPB-R-015 -22.966852 -43.65803
2153848680 80611F68 fda0::1d6:1c:6400:8061:1f68 SPB-R-014 -22.965075 -43.706313
2153841848 806104B8 fda0::1d6:1c:6400:8061:4b8 SPB-R-009 -22.975461 -43.691001
2155289658 80771C3A fda0::ef:1c:6400:8077:1c3a CT466 -22.962679 -43.176774
2155293932 80772CEC fda0::198:1c:6400:8077:2cec CT978 -22.905346 -43.178333
2153856990 80613FDE fda0::1d9:1c:6400:8061:3fde LPD-R-004 -22.931273 -43.254651
2153850607 806126EF fda0::7d:1c:6400:8061:26ef FCN-R-030 -22.920062 -43.205396
2153856244 80613CF4 fda0::26:1c:6400:8061:3cf4 CMS-R-013 -22.883542 -43.592294
2155289336 80771AF8 fda0::d6:1c:6400:8077:1af8 RL655710 -22.958312 -43.200407
2153852009 80612C69 fda0::1d6:1c:6400:8061:2c69 SPB-R-013 -22.966688 -43.701611
2153849698 80612362 fda0::1d6:1c:6400:8061:2362 SPB-R-004 -22.979577 -43.685883
2153849688 80612358 fda0::1d6:1c:6400:8061:2358 SPB-R-001 -22.979299 -43.69499
2153845927 806114A7 fda0::f6:1c:6400:8061:14a7 SCZ-R-003 -22.942061 -43.684224
2155294227 80772E13 fda0::1ba:1c:6400:8077:2e13 CT236 -22.903819 -43.189897
2155288924 8077195C fda0::1ba:1c:6400:8077:195c CT881 -22.90269 -43.191502
2155289017 807719B9 fda0::7e:1c:6400:8077:19b9 CT453 -22.900204 -43.1795
2155289232 80771A90 fda0::1ba:1c:6400:8077:1a90 CT442 -22.905406 -43.185053
2153848760 80611FB8 fda0::45:1c:6400:8061:1fb8 FCN-R-032 -22.929952 -43.202407
2155289813 80771CD5 fda0::1b5:1c:6400:8077:1cd5 RL68958 -23.009199 -43.440273
2153856978 80613FD2 fda0::26:1c:6400:8061:3fd2 CMS-R-008 -22.887822 -43.614472
2153920280 80623718 fda0::92:1c:6400:8062:3718 CMS-R-010 -22.886533 -43.604483
2155289237 80771A95 fda0::65:1c:6400:8077:1a95 RL822425 -22.79021314 -43.35386252
2155289241 80771A99 fda0::28:1c:6400:8077:1a99 CT925 -22.905349 -43.175839
2155290073 80771DD9 fda0::193:1c:6400:8077:1dd9 CT131 -22.912641 -43.17766
2155289330 80771AF2 fda0::120:1c:6400:8077:1af2 RL859969 -22.754506 -43.314299
2155289238 80771A96 fda0::164:1c:6400:8077:1a96 CT109 -22.902002 -43.17481
2155288915 80771953 fda0::19e:1c:6400:8077:1953 RL858616 -22.740592 -43.436931
2155289927 80771D47 fda0::197:1c:6400:8077:1d47 CT1862E -22.9421 -43.190909
2155289708 80771C6C fda0::28:1c:6400:8077:1c6c CT265 -22.908411 -43.173717
2155289584 80771BF0 fda0::63:1c:6400:8077:1bf0 RL858760 -22.80569 -43.376076
2155288867 80771923 fda0::b4:1c:6400:8077:1923 CT1351E -22.9511 -43.183331
2153852067 80612CA3 fda0::e0:1c:6400:8061:2ca3 MJV-R-031 -22.979983 -43.234708
2153849939 80612453 fda0::1b7:1c:6400:8061:2453 MJV-R-015 -22.985965 -43.234573
2155288849 80771911 fda0::164:1c:6400:8077:1911 CT966 -22.902062 -43.174776
2155287031 M2155287031 fda0::118:1c:6404:8077:11f7 RCP-C-003 -22.925688 -43.221519
2155287379 M2155287379 fda0::119:1c:6404:8077:1353 RCP-C-004 -22.925688 -43.221519
2155290056 80771DC8 fda0::12b:1c:6400:8077:1dc8 RL702350 -22.833819 -43.401453
2155288209 80771691 fda0::13d:1c:6400:8077:1691 CT814 -22.904014 -43.176015
2155290003 80771D93 fda0::13d:1c:6400:8077:1d93 CT322 -22.901446 -43.175081
2155289620 80771C14 fda0::13c:1c:6400:8077:1c14 CT328 -22.91048 -43.169267
2155290128 80771E10 fda0::193:1c:6400:8077:1e10 CT634 -22.911592 -43.17423
2155289764 80771CA4 fda0::164:1c:6400:8077:1ca4 CT1147 -22.90151 -43.175041
2153849439 8061225F fda0::61:1c:6400:8061:225f GDL-R-013 -22.851332 -43.368917
2155288887 80771937 fda0::111:1c:6400:8077:1937 CT344 -22.9299 -43.184371
2155290148 80771E24 fda0::e0:1c:6400:8077:1e24 CT1901E -22.975409 -43.232013
2155288343 80771717 fda0::e0:1c:6400:8077:1717 CT2085E -22.978164 -43.229431
2155294124 80772DAC fda0::163:1c:6400:8077:2dac CT2122E -22.976042 -43.228556
2155288143 8077164F fda0::e0:1c:6400:8077:164f CT2882E -22.97738 -43.229652
2155288902 80771946 fda0::1d7:1c:6400:8077:1946 RL856755 -22.822111 -43.598878
2155288837 80771905 fda0::16a:1c:6400:8077:1905 RL859104 -22.750472 -43.468263
2155288883 80771933 fda0::1ac:1c:6400:8077:1933 RL859219 -22.754911 -43.481846
2155288892 8077193C fda0::12f:1c:6400:8077:193c CT789 -22.969315 -43.184253
2155288908 8077194C fda0::d9:1c:6400:8077:194c RL859218 -22.753758 -43.295577
2153850025 806124A9 fda0::1ba:1c:6400:8061:24a9 CMR-R-017 -22.901781 -43.181106
2155286374 80770F66 fda0::7d:1c:6400:8077:f66 RL601742 -22.916027 -43.196495
2155289971 80771D73 fda0::104:1c:6400:8077:1d73 RL985824 -22.879971 -43.480007
2155290041 80771DB9 fda0::1a9:1c:6400:8077:1db9 RL60259 -22.9528769 -43.1705149
2155289110 80771A16 fda0::94:1c:6400:8077:1a16 RL985657 -22.8939 -43.5375
2155289602 80771C02 fda0::39:1c:6400:8077:1c02 RL890128 -22.642676 -43.295553
2155290090 80771DEA fda0::34:1c:6400:8077:1dea RL859701 -22.764713 -43.520418
2155289591 80771BF7 fda0::fb:1c:6400:8077:1bf7 RL859183 -22.723171 -43.410074
2155290076 80771DDC fda0::92:1c:6400:8077:1ddc RL984258 -22.9015 -43.559
2155288203 8077168B fda0::11e:1c:6400:8077:168b RL3273 -22.766449 -43.542929
2155292121 807725D9 fda0::11a:1c:6400:8077:25d9 CT1345 -22.966265 -43.218318
2155292104 807725C8 fda0::1b7:1c:6400:8077:25c8 CT3269 -22.985671 -43.228361
2155290021 80771DA5 fda0::128:1c:6400:8077:1da5 RL87697 -22.9234 -43.5515
2153856750 80613EEE fda0::1ba:1c:6400:8061:3eee CMR-R-076 -22.903577 -43.185686
2153852074 80612CAA fda0::29:1c:6400:8061:2caa CMR-R-021 -22.904181 -43.183959
2153849937 80612451 fda0::1ba:1c:6400:8061:2451 CMR-R-039 -22.900931 -43.178965
2153849686 80612356 fda0::1ba:1c:6400:8061:2356 CMR-R-041 -22.901567 -43.179491
2153849596 806122FC fda0::29:1c:6400:8061:22fc CMR-R-042 -22.901784 -43.180136
2153849425 80612251 fda0::29:1c:6400:8061:2251 CMR-R-043 -22.901526 -43.180388
2153849615 8061230F fda0::164:1c:6400:8061:230f CMR-R-049 -22.898433 -43.178396
2153850640 80612710 fda0::1ba:1c:6400:8061:2710 CMR-R-055 -22.90056 -43.178233
2153848785 80611FD1 fda0::29:1c:6400:8061:1fd1 CMR-R-056 -22.900349 -43.177612
2153849413 80612245 fda0::1ba:1c:6400:8061:2245 CMR-R-059 -22.901155 -43.177294
2153850631 80612707 fda0::87:1c:6400:8061:2707 CMR-R-068 -22.902617 -43.180492
2155168251 807541FB fda0::e0:1c:6400:8075:41fb CT942E -22.975136 -43.229131
2153911651 80621563 fda0::87:1c:6400:8062:1563 CMR-R-005 -22.903023 -43.184024
2153842914 806108E2 fda0::2e:1c:6400:8061:8e2 GVD-R-007 -22.78905 -43.219764
2153850618 806126FA fda0::87:1c:6400:8061:26fa CMR-R-061 -22.90128 -43.177098
2153850237 8061257D fda0::19d:1c:6400:8061:257d CLG-R-006 -22.847094 -43.33129
2153842065 80610591 fda0::12d:1c:6400:8061:591 SLZ-R-063 -22.911026 -43.171857
2153849608 80612308 fda0::28:1c:6400:8061:2308 SLZ-R-061 -22.908321 -43.173717
2153842959 8061090F fda0::13a:1c:6400:8061:90f SLZ-R-060 -22.907416 -43.174127
2153842753 80610841 fda0::13c:1c:6400:8061:841 SLZ-R-059 -22.906616 -43.174599
2153849940 80612454 fda0::12e:1c:6400:8061:2454 SLZ-R-058 -22.905769 -43.174814
2153842870 806108B6 fda0::193:1c:6400:8061:8b6 SLZ-R-049 -22.904362 -43.176381
2153842547 80610773 fda0::28:1c:6400:8061:773 SLZ-R-087 -22.909573 -43.17177
2153851075 806128C3 fda0::13c:1c:6400:8061:28c3 SLZ-R-081 -22.909597 -43.169463
2153850641 80612711 fda0::12d:1c:6400:8061:2711 SLZ-R-080 -22.907561 -43.170368
2153842398 806106DE fda0::12e:1c:6400:8061:6de SLZ-R-079 -22.904321 -43.173508
2153848663 80611F57 fda0::26:1c:6400:8061:1f57 STS-R-003 -22.865037 -43.577772
2155289838 80771CEE fda0::1c9:1c:6400:8077:1cee RL3052 -22.719049 -43.427756
2155291436 8077232C fda0::1c9:1c:6400:8077:232c RL2401 -22.719089 -43.427812
2155289878 80771D16 fda0::1c9:1c:6400:8077:1d16 RL3213 -22.719102 -43.427861
2155289836 80771CEC fda0::1c9:1c:6400:8077:1cec RL3567 -22.719034 -43.427904
2155289610 80771C0A fda0::45:1c:6400:8077:1c0a RL822226 -22.766796 -43.285461
2153850608 806126F0 fda0::7f:1c:6400:8061:26f0 SAT-R-001 -22.90805 -43.182381
2153842290 80610672 fda0::1ba:1c:6400:8061:672 SAT-R-012 -22.906014 -43.180529
2153848703 80611F7F fda0::198:1c:6400:8061:1f7f SAT-R-025 -22.902751 -43.177753
2153842552 80610778 fda0::1ba:1c:6400:8061:778 SAT-R-042 -22.913739 -43.190311
2155201176 8075C298 fda0::1cb:1c:6400:8075:c298 RBR-R-011 -22.983029 -43.304757
2155289302 80771AD6 fda0::90:1c:6400:8077:1ad6 RL985698 -22.9139 -43.5634
2155290043 80771DBB fda0::1bf:1c:6400:8077:1dbb RL79208 -22.740849 -43.452455
2155288208 80771690 fda0::17c:1c:6400:8077:1690 RL859103 -22.742301 -43.494696
2155288917 80771955 fda0::198:1c:6400:8077:1955 CT762 -22.903953 -43.180393
2153856786 80613F12 fda0::aa:1c:6400:8061:3f12 CGR-R-001 -22.94413 -43.58738
2153852018 80612C72 fda0::37:1c:6400:8061:2c72 SLO-R-001 -22.672457 -43.307019
2155289597 80771BFD fda0::17c:1c:6400:8077:1bfd RL859244 -22.756699 -43.482675
2155289320 80771AE8 fda0::12d:1c:6400:8077:1ae8 RL4232 -22.9252 -43.18
2155289303 80771AD7 fda0::12d:1c:6400:8077:1ad7 RL50616 -22.9236 -43.1762
2155289321 80771AE9 fda0::193:1c:6400:8077:1ae9 RL50649 -22.922068 -43.179696
2155289848 80771CF8 fda0::90:1c:6400:8077:1cf8 RL985737 -22.9127 -43.5633
2153848695 80611F77 fda0::91:1c:6400:8061:1f77 CMS-R-004 -22.87907 -43.61245
2155289751 80771C97 fda0::19e:1c:6400:8077:1c97 RL856817 -22.716752 -43.407072
2155292119 807725D7 fda0::15:1c:6400:8077:25d7 RL861390 -22.7862989 -43.3259752
2155289298 80771AD2 fda0::1bc:1c:6400:8077:1ad2 CT949 -22.961497 -43.168437
2155168552 80754328 fda0::ca:1c:6400:8075:4328 RL60894 -22.925164 -43.205903
2155294427 80772EDB fda0::f1:1c:6400:8077:2edb RL601473 -22.91279 -43.199422
2155290099 80771DF3 fda0::1c9:1c:6400:8077:1df3 RL3889 -22.719 -43.42766
2155294591 80772F7F fda0::11b:1c:6400:8077:2f7f CT3760E -22.964165 -43.217616
2155288154 8077165A fda0::133:1c:6400:8077:165a CT1707E -22.965483 -43.216502
2155288243 807716B3 fda0::11c:1c:6400:8077:16b3 CT1356 -22.965534 -43.216978
2153842744 80610838 fda0::12e:1c:6400:8061:838 SLZ-R-003 -22.910674 -43.173945
2153850642 80612712 fda0::28:1c:6400:8061:2712 SLZ-R-018 -22.910696 -43.17644
2153856910 80613F8E fda0::132:1c:6400:8061:3f8e SAT-R-051 -22.915649 -43.188207
2153851065 806128B9 fda0::198:1c:6400:8061:28b9 SAT-R-073 -22.906253 -43.181608
2153842747 8061083B fda0::28:1c:6400:8061:83b SLZ-R-005 -22.910266 -43.174676
2153852047 80612C8F fda0::193:1c:6400:8061:2c8f SLZ-R-011 -22.91114 -43.17536
2153848666 80611F5A fda0::13e:1c:6400:8061:1f5a SLZ-R-014 -22.908083 -43.176781
2153850432 80612640 fda0::7e:1c:6400:8061:2640 SLZ-R-016 -22.909084 -43.177158
2155288863 8077191F fda0::11e:1c:6400:8077:191f RL3420 -22.766529 -43.542811
2155290136 80771E18 fda0::11e:1c:6400:8077:1e18 RL3968 -22.766475 -43.54289
2155288199 80771687 fda0::13a:1c:6400:8077:1687 CT2702 -22.909309 -43.175216
2155288213 M2155288213 fda0::11b:1c:6404:8077:1695 JDB-C-002 -22.963135 -43.218457
2155286944 M2155286944 fda0::11a:1c:6404:8077:11a0 JDB-C-001 -22.963135 -43.218457
2155286955 M2155286955 fda0::11c:1c:6404:8077:11ab JDB-C-003 -22.963135 -43.218457
2153844909 M2153844909 fda0::133:1c:6404:8061:10ad JDB-C-004 -22.963135 -43.218457
2155289046 807719D6 fda0::8a:1c:6400:8077:19d6 RL50526 -22.916266 -43.1864
2155290047 80771DBF fda0::80:1c:6400:8077:1dbf RL50621 -22.916979 -43.17831
2155288890 8077193A fda0::e1:1c:6400:8077:193a CT3096E -22.965347 -43.200591
2155288832 80771900 fda0::11e:1c:6400:8077:1900 RL3010 -22.766502 -43.54285
2155293825 80772C81 fda0::d6:1c:6400:8077:2c81 RL600526 -22.95771 -43.199972
2155289113 80771A19 fda0::d5:1c:6400:8077:1a19 RL8120 -22.959411 -43.191022
2155289066 807719EA fda0::b7:1c:6400:8077:19ea RL50826 -22.95413 -43.196808
2155290227 80771E73 fda0::b4:1c:6400:8077:1e73 CT2769E -22.947753 -43.184244
2155294632 80772FA8 fda0::9c:1c:6400:8077:2fa8 CT758 -22.983519 -43.216494
2155290166 80771E36 fda0::1c3:1c:6400:8077:1e36 RL601608 -22.952467 -43.196451
2153849262 806121AE fda0::c1:1c:6400:8061:21ae RCP-R-015 -22.926251 -43.222906
2153850412 8061262C fda0::1b4:1c:6400:8061:262c COP-R-016 -22.9693 -43.189898
2155290088 80771DE8 fda0::12e:1c:6400:8077:1de8 RL60809 -22.948255 -43.163254
2155288132 80771644 fda0::42:1c:6400:8077:1644 RL821520 -22.7753247 -43.2879784
2153842907 806108DB fda0::f6:1c:6400:8061:8db ZIN-R-006 -22.912352 -43.755987
2153852020 80612C74 fda0::ca:1c:6400:8061:2c74 TRV-R-010 -22.88005 -43.21656
2153850423 80612637 fda0::c9:1c:6400:8061:2637 TRV-R-007 -22.893841 -43.238519
2155288805 807718E5 fda0::d2:1c:6400:8077:18e5 TRV-R-006 -22.894094 -43.23083
2153842561 80610781 fda0::d2:1c:6400:8061:781 TRV-R-005 -22.898698 -43.230119
2153848685 80611F6D fda0::ca:1c:6400:8061:1f6d TRV-R-004 -22.884433 -43.219099
2153851069 806128BD fda0::d2:1c:6400:8061:28bd TRV-R-003 -22.884271 -43.225664
2153848693 80611F75 fda0::ca:1c:6400:8061:1f75 TRV-R-002 -22.881981 -43.22478
2153842393 806106D9 fda0::1c1:1c:6400:8061:6d9 TQR-R-007 -22.922823 -43.422883
2153842953 80610909 fda0::8a:1c:6400:8061:909 RLG-R-014 -22.906114 -43.187122
2153842802 80610872 fda0::1d0:1c:6400:8061:872 CSO-R-004 -22.751724 -43.470425
2153848692 80611F74 fda0::1b4:1c:6400:8061:1f74 COP-R-071 -22.975611 -43.193611
2153849935 8061244F fda0::3f:1c:6400:8061:244f AFR-R-006 -22.857322 -43.459035
2155286425 80770F99 fda0::9c:1c:6400:8077:f99 CT1023 -22.981452 -43.224548
2155168355 80754263 fda0::123:1c:6400:8075:4263 RL8768 -22.954445 -43.189349
2155289078 807719F6 fda0::1c3:1c:6400:8077:19f6 RL50805 -22.954586 -43.198093
2153849254 806121A6 fda0::c1:1c:6400:8061:21a6 RCP-R-001 -22.923148 -43.217662
2153856454 80613DC6 fda0::2a:1c:6400:8061:3dc6 ITG-R-008 -22.86112 -43.766473
2155287355 M2155287355 fda0::a4:1c:6404:8077:133b MGA-C-005 -22.99542 -43.650572
2153891960 M2153891960 fda0::1ce:1c:6404:8061:c878 MGA-C-004 -22.99542 -43.650572
2155287289 807712F9 fda0::57:1c:6400:8077:12f9 RL984879 -22.885743 -43.669493
2153849925 80612445 fda0::1c9:1c:6400:8061:2445 STP-R-001 -22.701648 -43.423228
2155292072 807725A8 fda0::92:1c:6400:8077:25a8 RL986373 -22.910902 -43.537689
2155289040 807719D0 fda0::dd:1c:6400:8077:19d0 RL986456 -22.899895 -43.354689
2155167377 80753E91 fda0::1c0:1c:6400:8075:3e91 RL986458 -22.87654 -43.421383
2155286713 807710B9 fda0::1bc:1c:6400:8077:10b9 RL602112 -22.980752 -43.191833
2155167938 807540C2 fda0::af:1c:6400:8075:40c2 RL60378 -22.930554 -43.18775
2153856317 80613D3D fda0::1d9:1c:6400:8061:3d3d LPD-R-005 -22.921245 -43.263606
